site_no,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd
01303500,40.85722220,-73.46333330,S,NAD83
01304000,40.84944444,-73.22416670,S,NAD83
01304500,40.91361110,-72.68666670,S,NAD83
01305000,40.83027778,-72.90611110,S,NAD83
01305500,40.76694444,-72.99361110,S,NAD83
01306460,40.77194444,-73.15861110,S,NAD83
01308000,40.70416667,-73.31388889,S,NAD83
01308500,40.70861110,-73.32833330,S,NAD83
01309500,40.68888889,-73.45472220,S,NAD83
01309950,40.67871226,-73.51568160,S,NAD83
01309990,40.67982330,-73.51234810,S,NAD83
01310500,40.66555556,-73.56972220,S,NAD83
01311500,40.66361110,-73.70444440,S,NAD83
01312000,43.96666667,-74.13166670,S,NAD83
01315000,43.75638889,-74.26722220,S,NAD83
01315170,43.93983330,-73.95361110,1,NAD83
01315226,43.94850000,-73.98836110,1,NAD83
01315227,43.94819444,-73.99011110,1,NAD83
01315500,43.70083330,-73.98333330,S,NAD83
01317000,43.60944444,-73.73750000,S,NAD83
01318500,43.31888889,-73.84416670,S,NAD83
01321000,43.35277778,-74.27027778,S,NAD83
01325000,43.31138889,-73.86722220,S,NAD83
01327500,43.30423926,-73.54650310,S,NAD83
01327750,43.26944444,-73.59583330,S,NAD83
01328770,43.12538889,-73.58491670,1,NAD83
01329490,43.10861110,-73.42166670,S,NAD83
01330000,43.03055556,-73.92722220,S,NAD83
01334500,42.93861110,-73.37694440,S,NAD83
01335754,42.82916667,-73.66611110,S,NAD83
01335755,42.82396640,-73.66206220,S,NAD83
01336000,43.26444444,-75.43638889,S,NAD83
01338000,43.14277778,-75.33780560,1,NAD83
01339060,43.11144444,-75.29400000,1,NAD83
01342602,43.09369444,-75.15791670,1,NAD83
01342682,43.02694444,-75.10430560,1,NAD83
01342730,43.00658330,-75.04166670,1,NAD83
01342743,42.98522220,-74.99044440,1,NAD83
0134277112,43.53380556,-74.86183330,1,NAD83
0134277114,43.53138889,-74.85291670,1,NAD83
01343060,43.36611110,-74.95777778,S,NAD83
01343403,43.28277778,-74.95919440,1,NAD83
01346000,43.06888889,-74.98833330,S,NAD83
01347000,43.01472220,-74.77944440,S,NAD83
01348000,43.01666667,-74.74083330,S,NAD83
01349000,42.92925000,-74.63288889,1,NAD83
01349150,42.87627778,-74.60286110,1,NAD83
01349527,42.95035136,-74.37207950,S,NAD83
01349700,42.24916667,-74.30277778,S,NAD83
01349705,42.23694444,-74.34027778,S,NAD83
01349711,42.18500000,-74.27694440,S,NAD83
01349810,42.23027778,-74.39305560,S,NAD83
01349950,42.30833330,-74.39000000,S,NAD83
01350000,42.31944444,-74.43666670,S,NAD83
01350035,42.33805556,-74.45166670,S,NAD83
01350080,42.37694444,-74.41305560,S,NAD83
01350101,42.39722220,-74.45055560,S,NAD83
01350120,42.40611110,-74.44722220,S,NAD83
01350140,42.42888889,-74.47305560,S,NAD83
01350180,42.46583330,-74.46222220,S,NAD83
01350212,42.47263889,-74.44113889,1,NAD83
01350355,42.53694444,-74.41055560,S,NAD83
01350480,42.58127778,-74.31744440,1,NAD83
01350500,42.59944444,-74.33611110,S,NAD83
01350750,42.66544444,-74.32600000,1,NAD83
01351200,42.67305556,-74.25388889,S,NAD83
01351298,42.67255556,-74.48191670,1,NAD83
01351450,42.76058330,-74.25477778,1,NAD83
01351500,42.80000000,-74.26277778,S,NAD83
01354083,42.93400000,-74.19186110,1,NAD83
01354330,42.82815830,-73.99037220,H,NAD83
01354500,42.83052778,-73.93075000,1,NAD83
01355475,42.85111110,-73.88725000,1,NAD83
01356000,42.80419444,-73.84766670,1,NAD83
01357500,42.78538889,-73.70777778,1,NAD83
01358000,42.75222220,-73.68888889,S,NAD83
01359135,42.66344444,-73.74486110,1,NAD83
01359525,42.64791667,-73.84600000,1,NAD83
01359528,42.63363889,-73.80427778,1,NAD83
01360640,42.55194444,-73.59138889,S,NAD83
01361000,42.33105556,-73.74444440,1,NAD83
0136219503,42.09788889,-74.44908330,1,NAD83
013621955,42.10888889,-74.45194440,S,NAD83
01362200,42.11694444,-74.38027778,S,NAD83
01362230,42.11453416,-74.36375990,S,NAD83
01362286,42.03525000,-74.36552778,1,NAD83
0136230002,42.07972220,-74.33458330,1,NAD83
01362322,42.13361110,-74.23152778,1,NAD83
01362336,42.12794444,-74.26325000,1,NAD83
01362342,42.14222220,-74.26500000,S,NAD83
01362357,42.09938889,-74.29461110,1,NAD83
01362368,42.10477778,-74.30955560,1,NAD83
01362370,42.10202778,-74.31088889,1,NAD83
01362487,42.04675800,-74.27681360,S,NAD83
01362497,42.01944444,-74.26638889,S,NAD83
01362500,42.01416667,-74.27055560,S,NAD83
01363382,41.96555556,-74.29305560,S,NAD83
01363556,41.87933330,-74.14536110,1,NAD83
01364500,42.03777778,-73.97194440,S,NAD83
01365000,41.86638889,-74.48722220,S,NAD83
01365100,41.85211110,-74.51302778,1,NAD83
01365500,41.84500000,-74.53944440,S,NAD83
01365550,41.84908330,-74.53183330,1,NAD83
01367500,41.84305556,-74.08611110,S,NAD83
01367690,41.10527778,-74.55961110,1,NAD83
01367715,41.13333330,-74.57861110,S,NAD83
01367800,41.16277778,-74.67527778,S,NAD83
01367805,41.17000000,-74.65662220,S,NAD83
01368050,41.28783330,-74.53433330,1,NAD83
01370520,41.43898270,-74.36570970,S,NAD83
01371500,41.68611110,-74.16527778,S,NAD83
01372500,41.65305556,-73.87250000,S,NAD83
0137449480,41.44725000,-73.55608330,1,NAD83
01374505,41.39444444,-73.60694440,S,NAD83
01374531,41.37377778,-73.63875000,1,NAD83
01374559,41.47055556,-73.76000000,S,NAD83
01374581,41.44972220,-73.73638889,S,NAD83
01374598,41.47586110,-73.68947220,1,NAD83
0137462010,41.41180556,-73.69375000,1,NAD83
01374701,41.35800000,-73.66797220,1,NAD83
01374781,41.32736110,-73.59147220,1,NAD83
01374821,41.32719444,-73.65583330,1,NAD83
01374890,41.26022220,-73.60186110,1,NAD83
01374901,41.26611110,-73.66555560,S,NAD83
01374930,41.33813889,-73.76869440,1,NAD83
01374941,41.28761110,-73.75363889,1,NAD83
01375000,41.22502778,-73.85888889,1,NAD83
01376800,41.09555556,-73.96388889,S,NAD83
01377000,40.99916667,-73.98916670,S,NAD83
01377370,41.03666667,-74.03916670,S,NAD83
01377451,41.01194444,-74.04805560,S,NAD83
01377500,40.99277778,-74.02111110,S,NAD83
01378500,40.94833330,-74.02666670,S,NAD83
01379000,40.68000000,-74.52888889,S,NAD83
01379500,40.72611110,-74.38972220,R,NAD83
01379530,40.74444444,-74.35361110,S,NAD83
01379699,40.93416667,-74.59138889,S,NAD83
01379773,40.96000000,-74.53972220,S,NAD83
01379780,40.94944444,-74.55722220,S,NAD83
01379845,40.88611110,-74.56000000,S,NAD83
01379868,40.87305556,-74.53333330,S,NAD83
01380000,40.96305556,-74.46000000,S,NAD83
01380100,40.90222220,-74.50138889,S,NAD83
01380450,40.90750000,-74.41916670,S,NAD83
01380500,40.90277778,-74.40972220,S,NAD83
01381000,40.89694444,-74.39472220,S,NAD83
01381400,40.81222220,-74.51194440,S,NAD83
01381500,40.80722220,-74.45694440,S,NAD83
01381800,40.84500000,-74.34722220,S,NAD83
01381900,40.86250000,-74.32166670,S,NAD83
01381940,40.88222220,-74.34000000,S,NAD83
01382170,41.07777778,-74.48972220,S,NAD83
01382210,41.03972220,-74.50166670,S,NAD83
01382270,41.05305556,-74.45138889,S,NAD83
01382385,41.02472220,-74.40833330,S,NAD83
01382500,41.01833330,-74.40111110,S,NAD83
01382800,40.99861110,-74.29805560,S,NAD83
01383000,41.16166667,-74.33333330,S,NAD83
01383500,41.16027778,-74.33361110,S,NAD83
01384500,41.12722220,-74.26583330,S,NAD83
01386000,41.07361110,-74.31166670,S,NAD83
01387000,41.04416667,-74.29305560,S,NAD83
01387400,41.14027778,-74.16861110,S,NAD83
01387420,41.11833330,-74.16027778,S,NAD83
01387450,41.14111110,-74.11611110,S,NAD83
01387500,41.09805556,-74.16277778,S,NAD83
01387905,41.02750000,-74.25000000,S,NAD83
01387940,41.00722220,-74.27444440,S,NAD83
01387998,40.99277778,-74.27888889,S,NAD83
01388000,40.99194444,-74.28000000,1,NAD83
01388100,40.98555556,-74.27944440,S,NAD83
01388500,40.96972220,-74.28194440,S,NAD83
01388700,40.92472220,-74.30250000,S,NAD83
01388910,40.91444444,-74.27055560,S,NAD83
01389005,40.89638889,-74.26916670,S,NAD83
01389010,40.89444444,-74.26611110,S,NAD83
01389492,40.88444444,-74.23444440,S,NAD83
01389500,40.88472220,-74.22611110,S,NAD83
01389534,40.84500000,-74.23555560,S,NAD83
01389550,40.87194444,-74.22222220,S,NAD83
01389765,40.95305556,-74.18472220,S,NAD83
01389802,40.91583330,-74.18166670,S,NAD83
01389890,40.88583330,-74.12833330,S,NAD83
01390450,41.05861110,-74.09555560,S,NAD83
01390500,40.98500000,-74.09055560,S,NAD83
01391000,40.99777778,-74.11194440,S,NAD83
01391102,40.95527778,-74.09972220,S,NAD83
01391500,40.89027778,-74.08055560,S,NAD83
01392170,40.80000000,-74.18777778,S,NAD83
01392500,40.78805556,-74.17166670,S,NAD83
01393450,40.67500000,-74.22194440,S,NAD83
01393890,40.73472220,-74.27055560,S,NAD83
01393895,40.72277778,-74.28500000,S,NAD83
01394000,40.73166667,-74.30750000,S,NAD83
01394500,40.68750000,-74.31166670,S,NAD83
01394620,40.67305556,-74.31305560,S,NAD83
01395000,40.61888889,-74.28333330,S,NAD83
01396000,40.60583330,-74.29972220,S,NAD83
01396091,40.85944444,-74.76083330,S,NAD83
01396152,40.85583330,-74.70111110,S,NAD83
01396190,40.80611110,-74.74055560,S,NAD83
01396500,40.67777778,-74.87916670,S,NAD83
01396582,40.69138889,-74.93694440,S,NAD83
01396660,40.64750000,-74.96888889,S,NAD83
01396800,40.64000000,-74.91555560,S,NAD83
01397000,40.57222220,-74.86805560,S,NAD83
01397420,40.50194444,-74.74250000,S,NAD83
01398000,40.47333330,-74.82777778,S,NAD83
01398102,40.54694444,-74.69638889,S,NAD83
01398500,40.70833330,-74.63611110,S,NAD83
01398900,40.68277778,-74.63833330,S,NAD83
01399100,40.64944444,-74.68166670,S,NAD83
01399500,40.72750000,-74.73027778,S,NAD83
01399670,40.61944444,-74.77361110,S,NAD83
01399780,40.63472220,-74.68666670,S,NAD83
01399830,40.60000000,-74.67388889,S,NAD83
01400000,40.57055556,-74.67916670,S,NAD83
01400010,40.55666667,-74.68750000,S,NAD83
01400360,40.57500000,-74.61583330,S,NAD83
01400500,40.55555556,-74.58277778,S,NAD83
01401000,40.33305556,-74.68194440,S,NAD83
01401650,40.46805556,-74.64888889,S,NAD83
01401750,40.44000000,-74.61750000,S,NAD83
01402000,40.47500000,-74.57583330,S,NAD83
01402500,40.50277778,-74.58750000,S,NAD83
01402540,40.52972220,-74.58833330,S,NAD83
01402630,40.50611110,-74.62305560,S,NAD83
01403060,40.55111110,-74.54833330,S,NAD83
01403150,40.61222220,-74.59083330,S,NAD83
01403200,40.56083330,-74.54888889,S,NAD83
01403400,40.66611110,-74.40388889,S,NAD83
01403540,40.63638889,-74.45138889,S,NAD83
01403570,40.62194444,-74.43611110,S,NAD83
01403600,40.60194444,-74.45750000,S,NAD83
01403900,40.58500000,-74.50777778,S,NAD83
01405030,40.48305556,-74.41277778,S,NAD83
01405400,40.38944444,-74.39055560,S,NAD83
01406050,40.41500000,-74.34888889,S,NAD83
01406710,40.49222220,-74.28166670,S,NAD83
01407290,40.31972220,-74.21416670,S,NAD83
01407500,40.31972220,-74.11555560,S,NAD83
01407705,40.19861110,-74.07000000,S,NAD83
01407760,40.20333330,-74.06583330,S,NAD83
01408000,40.16138889,-74.15472220,S,NAD83
01408029,40.14666667,-74.12222220,S,NAD83
01408050,40.10166667,-74.03750000,S,NAD83
01408120,40.09166667,-74.15250000,S,NAD83
01408151,40.08305556,-74.17972220,S,NAD83
01408500,39.98638889,-74.22333330,S,NAD83
01408750,39.93833330,-74.08222220,S,NAD83
01408753,39.92400000,-74.11358330,1,NAD83
01408900,39.87916667,-74.19055560,S,NAD83
01409000,39.86750000,-74.16916670,S,NAD83
01409095,39.79833330,-74.25027778,S,NAD83
01409110,39.79111110,-74.18194440,S,NAD83
0140914550,39.66333330,-74.20694440,S,NAD83
01409147,39.76361110,-74.10416670,S,NAD83
01409210,39.69527778,-74.25972220,S,NAD83
01409280,39.66666667,-74.32027778,S,NAD83
01409334,39.51166667,-74.30138889,S,NAD83
01409400,39.67444444,-74.66500000,S,NAD83
01409810,39.68805556,-74.54805560,S,NAD83
01410000,39.66394444,-74.52344440,1,NAD83
01410150,39.62305556,-74.44138889,S,NAD83
01410500,39.43027778,-74.52055560,S,NAD83
01410784,39.73361110,-74.95111110,S,NAD83
01410820,39.66916667,-74.91333330,S,NAD83
01411000,39.59472220,-74.85166670,S,NAD83
01411300,39.30694444,-74.82055560,S,NAD83
01411320,39.28583330,-74.57555560,S,NAD83
01411330,39.33750000,-74.51305560,S,NAD83
01411355,39.11083330,-74.73416670,S,NAD83
01411456,39.65888889,-75.06750000,S,NAD83
01411500,39.49555556,-75.07694440,S,NAD83
01412000,39.41916667,-74.96583330,S,NAD83
01412800,39.47250000,-75.25555560,S,NAD83
01413088,42.29380556,-74.55919440,1,NAD83
01413398,42.15083330,-74.60138889,S,NAD83
01413408,42.14666667,-74.62333330,S,NAD83
01413500,42.14472220,-74.65361110,S,NAD83
01414000,42.13305556,-74.69555560,S,NAD83
01414500,42.10611110,-74.73055560,S,NAD83
01415000,42.12000000,-74.81861110,S,NAD83
01417000,42.07500000,-74.97638889,S,NAD83
01417500,42.02458330,-75.11927778,1,NAD83
01419500,41.90333330,-74.81277778,S,NAD83
01420500,41.94641667,-74.97966670,1,NAD83
01421000,41.97355556,-75.17519440,1,NAD83
01421610,42.37138889,-74.66888889,S,NAD83
01421618,42.36111110,-74.66222220,S,NAD83
01421900,42.28027778,-74.90722220,S,NAD83
01422500,42.25222220,-74.90166670,S,NAD83
01422747,42.17266667,-75.12191670,1,NAD83
01422779,42.17738889,-75.12891670,1,NAD83
01423000,42.16611110,-75.14002778,1,NAD83
0142400103,42.17358330,-75.27944440,1,NAD83
01425000,42.07491667,-75.39580560,1,NAD83
01426500,42.00302778,-75.38352778,1,NAD83
01427500,41.76055556,-75.04838889,1,NAD83
01428000,41.56388889,-75.01444440,S,NAD83
01428500,41.50875000,-74.98605560,1,NAD83
01432900,41.66805556,-74.78055560,S,NAD83
01433005,41.56727778,-74.78327778,1,NAD83
01433500,41.46122220,-74.75877778,1,NAD83
0143400680,41.96694444,-74.44805560,S,NAD83
01434017,41.92527778,-74.54027778,S,NAD83
01434021,42.01111110,-74.41444440,S,NAD83
01434025,41.99608330,-74.50022220,1,NAD83
01434498,41.92027778,-74.57472220,S,NAD83
01435000,41.89000000,-74.59000000,S,NAD83
01436000,41.82000000,-74.63555560,S,NAD83
01436690,41.63805556,-74.61688889,S,NAD83
01437500,41.44111110,-74.60194440,S,NAD83
01439800,41.20694444,-74.80361110,S,NAD83
01440000,41.10611110,-74.95250000,S,NAD83
01440200,41.01333330,-75.08611110,S,NAD83
01443280,41.07638889,-74.69527778,S,NAD83
01443500,40.98083330,-74.95333330,S,NAD83
01443900,40.98055556,-75.03916670,S,NAD83
01445000,40.98083330,-74.77638889,S,NAD83
01445500,40.83055556,-74.97777778,S,NAD83
01446000,40.84333330,-75.04638889,S,NAD83
01446500,40.82638889,-75.08250000,S,NAD83
01446995,40.69444444,-75.20333330,S,NAD83
01455090,40.69000000,-75.14722220,S,NAD83
01455290,40.63547220,-75.16863889,1,NAD83
01455400,40.91750000,-74.66416670,S,NAD83
01455500,40.91722220,-74.66555560,S,NAD83
01457000,40.67222220,-75.06083330,S,NAD83
01457500,40.59472220,-75.18972220,S,NAD83
01458500,40.52611110,-75.06500000,S,NAD83
01460880,40.41611110,-75.01777778,S,NAD83
01461300,40.41138889,-74.98666670,S,NAD83
01461500,40.40277778,-74.97944440,S,NAD83
01462000,40.36472220,-74.94888889,S,NAD83
01462500,40.29500000,-74.86805560,S,NAD83
01463500,40.22166667,-74.77805560,S,NAD83
01463620,40.26972220,-74.67194440,S,NAD83
01463740,40.27111110,-74.77333330,S,NAD83
01463882,40.24750000,-74.72777778,S,NAD83
01464000,40.22416667,-74.74916670,S,NAD83
01464500,40.13722220,-74.60000000,S,NAD83
01465850,39.94000000,-74.76305560,S,NAD83
01465880,39.89527778,-74.82361110,S,NAD83
01466500,39.88500000,-74.50527778,S,NAD83
01466900,39.95611110,-74.62777778,S,NAD83
01467000,39.97000000,-74.68444440,S,NAD83
01467005,39.99305556,-74.78138889,S,NAD83
01467081,39.94166667,-75.00111110,S,NAD83
01467150,39.90305556,-75.02138889,S,NAD83
01475001,39.73888889,-75.11444440,S,NAD83
01477120,39.74055556,-75.25916670,S,NAD83
01482500,39.64388889,-75.33027778,S,NAD83
01500000,42.33336110,-75.23500000,1,NAD83
01500500,42.32150000,-75.31638889,1,NAD83
01502500,42.37777778,-75.40611110,S,NAD83
01502632,42.29138889,-75.47638889,S,NAD83
01502731,42.07486110,-75.63763889,S,NAD83
01503000,42.03527778,-75.80305560,S,NAD83
01503500,42.09250000,-75.91472220,S,NAD83
01505000,42.67861110,-75.51055560,S,NAD83
01505810,42.44166667,-75.59638889,S,NAD83
01507000,42.32444444,-75.77138889,S,NAD83
01509000,42.60277778,-76.15944440,S,NAD83
01509520,42.34944444,-75.99916670,S,NAD83
01510000,42.54111110,-75.89972220,S,NAD83
01511500,42.29805556,-75.90888889,S,NAD83
01512500,42.21805556,-75.84833330,S,NAD83
01513500,42.09083330,-76.05611110,S,NAD83
01513831,42.09722220,-76.26638889,S,NAD83
01514000,42.12916667,-76.27055560,S,NAD83
01520500,42.02861110,-77.13222220,S,NAD83
01521500,42.39583330,-77.71138889,S,NAD83
01523500,42.33472220,-77.68305560,S,NAD83
01524500,42.31347220,-77.65108330,1,NAD83
01525500,42.22222220,-77.41777778,S,NAD83
01525981,42.07222220,-77.29888889,S,NAD83
01526500,42.12111110,-77.12916670,S,NAD83
01527500,42.41105556,-77.42636110,1,NAD83
01528320,42.34333330,-77.34388889,S,NAD83
01529500,42.25250000,-77.21666670,S,NAD83
01529950,42.14641667,-77.05750000,1,NAD83
01530332,42.08638889,-76.80111110,S,NAD83
01531000,42.00222220,-76.63472220,S,NAD83
01613900,39.21454790,-78.28805920,U,NAD83
01615000,39.17472220,-78.07833330,S,NAD83
01616100,39.19259167,-78.06863060,S,NAD83
01620500,38.33500000,-79.23916670,S,NAD83
01621050,38.48679008,-78.96030749,U,NAD83
01622000,38.34040510,-78.91363850,U,NAD83
01622464,38.20858330,-79.13419440,1,NAD83
0162246784,38.28538889,-79.23747220,1,NAD83
01625000,38.26179616,-78.86197030,U,NAD83
0162588350,37.92186110,-78.98730560,1,NAD83
01626000,38.05763620,-78.90807949,U,NAD83
01626850,38.08874648,-78.87696830,U,NAD83
01627500,38.21874208,-78.83669150,U,NAD83
01628500,38.32262796,-78.75474570,U,NAD83
01629500,38.64623050,-78.53473290,U,NAD83
01631000,38.91400059,-78.21083388,U,NAD83
01632000,38.63706254,-78.85280300,U,NAD83
01632082,38.60678588,-78.80335700,U,NAD83
01632900,38.69345016,-78.64279350,U,NAD83
01633000,38.74567048,-78.63890420,U,NAD83
01634000,38.97677590,-78.33611520,U,NAD83
01634500,39.08121760,-78.32944860,U,NAD83
01635500,38.95816564,-78.26666850,U,NAD83
01636316,39.06702500,-78.00375280,S,NAD83
01636690,39.31083330,-77.71850000,S,NAD83
01638350,39.19111110,-77.61544440,S,NAD83
01638420,39.20500000,-77.62388889,S,NAD83
01638480,39.25510206,-77.57637780,U,NAD83
01643590,39.16761110,-77.53591670,S,NAD83
01643700,38.98649818,-77.79666140,U,NAD83
01643805,39.07230556,-77.68394440,S,NAD83
01643880,39.03772220,-77.72225000,S,NAD83
01644000,39.01955309,-77.57749180,U,NAD83
01644280,39.04641667,-77.43238889,S,NAD83
01645704,38.88469518,-77.33242930,1,NAD83
01645762,38.90888916,-77.33826270,1,NAD83
01646000,38.97594346,-77.24581439,U,NAD83
01646305,38.95977716,-77.17567430,1,NAD83
01652500,38.84333330,-77.08586110,1,NAD83
01653000,38.80650210,-77.10970110,S,NAD83
01654000,38.81289066,-77.22831580,U,NAD83
01654500,38.81094620,-77.23498270,U,NAD83
01655794,38.67577778,-77.74755560,1,NAD83
01656000,38.63678689,-77.62498970,U,NAD83
01656903,38.88238990,-77.43190470,1,NAD83
01658500,38.58734270,-77.42859580,U,NAD83
01660400,38.49040138,-77.43359420,U,NAD83
01661977,38.72447220,-77.91052780,1,NAD83
01662800,38.65567564,-78.07388690,U,NAD83
01663500,38.59178867,-77.96499620,U,NAD83
01664000,38.53067996,-77.81360450,U,NAD83
01665500,38.28068606,-78.34000700,U,NAD83
01666500,38.32513047,-78.09555570,U,NAD83
01667500,38.35040774,-77.97499720,U,NAD83
01668000,38.30846178,-77.52915268,S,NAD83
01669000,37.87708190,-76.90052100,U,NAD83
01669520,37.63375290,-76.69634680,U,NAD83
01670400,38.01291599,-77.70110070,U,NAD83
01671020,37.85014024,-77.42775949,U,NAD83
01671025,37.82569640,-77.42609290,S,NAD83
01671100,37.87264010,-77.51303920,U,NAD83
01672500,37.79680900,-77.54887440,S,NAD83
01673000,37.76764189,-77.33220180,U,NAD83
01673550,37.66264340,-77.25775480,U,NAD83
0167357970,37.71225000,-77.14636110,1,NAD83
01673800,38.17152150,-77.59470950,U,NAD83
01674000,38.06180100,-77.38581420,U,NAD83
01674182,37.96033330,-77.34344440,S,NAD83
